Modules	H2	H3	H4	J2	J3	J4	J5	J6	L1	L2	L3	L4	L5	L6	M1	M2	M3	M4	M5	M6	N1	N2	N3	N4	N5	N6	O1	O2	O3	O4	O6	R1	R2	R3	R4	R5	R6	S1	S2	S4	S5	T1	T2	T3	T4	T5	V1	V2	V3	V4	V5	V6	Z2	Z3	Z4	Z5
M00451_Antimicrobial peptide R 2-CRS	18.79	297.23	16.47	111.91	188.76	194.92	178.65	235.84	28.85	14.76	105.5	35.01	31.66	226.13	0.34	0.3	1.11	0.18	0.7	7.13	184.14	34.74	268.69	248.57	306.34	356.46	12.36	30.86	18.19	21.6	1.34	112.4	25.06	11.78	98.1	35.38	183.58	51.4	49.38	29.48	25.22	19.88	2.4	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.24	11.74	0.33	0.5
M00452_Copper tolerance 2-CRS	18.4	452.02	15.52	137.3	197.67	204.94	231.98	225.57	27.84	14.76	101.94	34.44	31.66	224.22	0.26	0.22	0.42	0.22	0.83	7.1	222.25	33.38	287.36	305.76	364.72	478.01	12.36	30.54	18.12	21.6	0.92	112.4	25.06	11.78	97.4	35.02	183.58	51.4	49.38	29.48	25.22	20.04	2.68	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.52	17.59	0.64	1.06
M00453_Quorum sensing 2-CRS (Qse)	18.95	299.85	16.95	114.67	188.76	196.3	181.21	237.86	30.77	14.76	112.5	36.15	31.66	229.95	211.51	206.26	196.32	153.99	150.8	138.83	198.28	35.91	322.32	249.27	312.08	356.46	12.36	31.5	19.05	21.6	38	164.63	72.41	89.91	117.01	140.71	194.14	51.77	49.38	29.48	25.22	19.88	2.4	0.82	2.86	1.66	135.49	24.48	149.22	27.09	196.5	13.17	34.56	11.74	19.32	50.21
M00454_Potassium transport 2-CRS	5669.06	1339.51	5560.42	1144.5	1480.08	2041.56	1322.87	986.78	5558.95	6519.46	2839.8	5253.33	4993.82	4127.6	4580.72	6803.52	5432.92	3220.73	3265.49	3858.25	1402.08	6498.68	1942.57	1903.66	742.42	1753.2	4879.45	4438.43	4436.4	3036.36	4314.39	3513.13	3536.71	4286.5	3504.34	3283.13	3359.78	3744.46	5471.95	4361.24	3571.63	5412.63	4575.26	6037.54	5803.56	4347.66	4994.66	5750.81	4787.97	4274.83	4920.1	7940.58	5570.16	4889.17	4784.18	4235.83
M00455_TMAO respiration 2-CRS	22.78	157.02	20.97	93.76	160.74	179.66	155.42	215.44	27.84	14.76	102.13	34.92	31.66	224.22	3.85	5	9.92	6.22	6.75	16.31	150.36	40.39	175.56	230.78	230.16	309.46	12.54	30.7	18.12	21.6	0.92	112.4	28.32	12.74	97.95	36.05	183.58	52.33	53.37	32.09	29.97	19.93	2.26	0.82	2.86	1.66	13.03	24.48	8.97	26.92	9.93	12.76	5.1	11.32	0.1	0.22
M00456_Anoxic redox control 2-CRS	18.16	290.78	15.84	111.78	183.6	193.48	180.04	224.18	29.76	14.76	108.94	35.58	31.66	228.04	0.52	0.46	1.72	0.18	0.68	7.1	188.08	34.38	298.02	241.62	299.7	347.76	12.36	31.18	18.12	21.6	1.42	112.4	25.06	11.78	98.94	35.74	183.58	51.4	49.38	29.48	25.22	19.88	2.4	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.24	11.74	0.28	0.5
M00457_Tricarboxylic acid transport 2-CRS	301.49	195.14	248.03	45.64	23.5	9.48	136.42	13.43	0	0	0	0.19	0	1.43	114.89	209.38	94.31	310.7	287.06	397.51	79.12	367.06	67.15	136.66	88.08	219.86	0.73	0	0	0	0	0.98	0.3	0.24	0.7	0.29	0.24	11.49	18.8	35.18	16.09	55.65	250.65	395.17	329.39	169.2	0	0	0.11	0	0.11	0	55.62	269.61	111.39	50.35
M00458_Aerobic and anaerobic respiration 2-CRS	130.83	0.32	114.09	0.65	0.28	0.84	0.64	0.54	84.82	150.75	86.27	61.9	68.35	40.59	473.39	640.48	572.12	174.23	176.05	286.26	0.14	112.5	0.34	0	0.61	2.44	58	43.3	153.1	169.58	234.4	48.64	181.18	88.54	35.04	75.26	22.32	27.43	29.05	39.97	24.5	30.77	16.78	14.38	13.85	10.8	97.49	126.56	83.9	77.34	109.16	165.73	48.86	31.57	121.38	79.73
M00459_Cell wall metabolism 2-CRS	114.36	1508.64	132.14	197.12	347.2	572.16	177.04	2867.42	1939.92	1488.36	871.02	1007.82	1351.42	2005.74	151.53	222.83	313.41	110.36	95.61	135.94	1005.6	134.09	583.4	567.44	2012.6	1549.96	672.86	407.34	525.9	225.14	372.9	507.61	428.1	234.32	102.3	514.26	275.66	73.77	94.57	124.58	92.3	70.68	37.09	35.03	45.39	36.3	1122.58	231.46	385.48	979.46	203.02	252.98	68.35	79.45	66.75	37.12
M00460_Maintenance of persistent infection 2-CRS	75.03	0	33.85	0	0	0	0.16	0.18	0	0	0	0	0	0	4.33	8.92	2.66	0.43	1.02	0.8	0	58.26	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00461_Osmotic stress response 2-CRS (Mtr)	28.19	0.16	35.15	0.49	0.14	0.42	0	0	99.92	162.93	68.26	63.94	63.03	37.56	156.66	387.06	204.03	47.51	48.08	61.85	0	33.38	0	0	0.41	1.47	51.77	26.14	12.79	27.27	41.22	42.11	42.91	45.88	25.02	26.41	20.64	27.43	17.66	32.81	21.09	34.96	10.27	15.39	15.83	15.6	74.71	88.8	62.66	52.96	72.99	133.15	42.43	26.82	124.06	61.42
M00462_Intracellular multiplication 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00463_TrcS-TrcR 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00464_Nickel tolerance 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00465_Manganese homeostasis 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00466_PS 2-CRS	6.6	0	2.44	0	0	0	0.16	0	0	0	0	0	0	0	0.36	0.8	6.66	5.65	3.22	7.37	0	2.17	0	0	0	0	0.37	0.32	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00467_Circadian timing mediating 2-CRS	13.2	0	4.88	0	0	0	0.32	0	0.32	0	0	0	0	0	0.72	1.6	13.32	11.3	6.44	14.74	0	4.34	0	0	0	0	0.74	0.64	0	0	0	0	0	0.48	0.56	0	0	0	0	0	0	0	110.79	63.6	29.67	66.15	0	0	0	0	0	0	74.17	109.32	125.56	69.07
M00468_Staphylococcal virulence regulation 2-CRS	1.26	16.1	1.58	3.92	16.16	5.3	7.04	28.84	0.48	0.22	0.58	0.62	0.54	0.76	0	0	0.12	0	0.04	0.06	8.42	1.72	10.92	14.78	25.68	17.8	0	0	0.32	0	0.34	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0.1	0
M00469_Bacitracin transport 2-CRS (Bce)	7.89	0.48	4.38	0.99	0	1.26	0	0	0.96	0	0	0	0	0	440.73	1124.4	537.15	96.03	117.06	174.48	0	2.49	0	0	1.23	4.41	0	0.96	2.58	0	0.75	5.88	37.29	27.24	8.34	13.2	2.16	41.16	29.04	54.21	22.14	54.57	2.25	13.26	6.93	6.75	135.63	140.64	89.55	96.48	122.01	310.29	81.18	35.64	233.73	129.75
M00470_Antimicrobial peptide response 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00471_Nitrate respiration 2-CRS (NarX-L)	18.96	292.9	16.8	124.32	472.37	825.83	286.29	394.95	31.36	14.76	108.94	35.58	31.66	228.04	1054.57	1028.82	971.07	769.23	751.18	665.6	235.25	35.23	444.69	269.77	313.43	354.76	12.36	31.18	19.84	21.6	182.22	216.86	119.91	168.04	137.32	245.24	204.7	63.26	49.38	29.48	25.22	19.88	556.35	318.82	151.21	332.41	260.51	26.4	291.34	34.6	385.26	16.02	464.05	558.34	685.05	494.98
M00472_Nitrate respiration 2-CRS (NarQ-P)	18.08	158.62	15.68	95.59	163.66	180.87	160.33	218.2	28.8	14.76	105.44	35.01	31.66	226.13	0.24	0.22	1.01	0.14	0.68	7.1	158.51	33.88	210.35	231.22	236.39	309.69	12.36	30.86	18.12	21.6	1.17	112.4	25.06	11.78	97.96	35.38	183.58	51.4	49.38	29.48	25.22	19.8	2.26	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.1	11.32	0.1	0.22
M00473_Hexose phosphates uptake 2-CRS	18.6	550.19	15.84	163.29	214.94	207.35	302.62	236.73	29.76	14.76	108.94	35.58	31.66	228.04	0.67	0.58	1.78	0.24	0.98	7.1	277.44	34.38	389.61	370.34	412.39	584.22	12.36	31.18	18.12	21.6	1.42	112.4	25.06	11.78	99.15	35.74	183.58	51.4	49.38	29.48	25.22	19.88	2.4	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.24	23.23	0.28	0.5
M00474_Capsule synthesis 2-CRS	27.24	436.17	23.76	167.67	275.4	290.22	270.06	336.27	44.64	22.14	163.41	53.37	47.49	342.06	0.78	0.69	2.58	0.27	1.02	10.65	282.12	51.57	447.03	362.43	449.55	521.64	18.54	46.77	27.18	32.4	2.13	168.6	37.59	17.67	148.41	53.61	275.37	77.1	74.07	44.22	37.83	29.82	3.6	1.23	4.29	2.49	17.13	36.72	10.65	40.38	11.61	19.14	7.86	17.61	0.42	0.75
M00475_Central carbon metabolism 2-CRS	245.21	289.18	220.74	110.11	180.68	192.27	175.29	221.42	28.8	14.76	105.44	35.2	31.66	227.56	36.26	52.7	16.04	11.04	16.9	24.4	179.93	359.38	263.23	241.18	293.5	347.56	13.09	30.86	18.12	21.6	1.17	113.38	25.36	12.02	98.66	35.96	183.82	62.89	68.18	64.66	41.31	75.53	253.05	396.27	332.25	169.96	11.42	24.48	7.21	26.92	7.85	12.76	60.86	270.07	111.67	50.85
M00476_Competence 2-CRS (ComP-A)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00477_Acid and drug tolerance 2-CRS	18.08	158.24	15.52	93.76	160.78	182	155.56	215.54	27.84	14.76	102.33	34.5	31.66	224.22	0.06	0.06	0.34	0.14	0.68	7.1	150.64	33.38	175.66	230.94	234.26	311.32	12.36	30.54	18.12	21.6	1	113.05	25.56	19.67	117.32	35.8	183.66	51.4	49.76	29.8	25.93	66.62	15.27	39.81	5.83	37.96	19.81	26.51	9.92	28.08	9.06	13.58	43.83	43.45	12.73	18.25
M00478_Multicellular behavior control 2-CRS	0.16	0	0.16	0	0	0.14	0.32	0	1.28	1.14	12.44	11.11	18.2	7.64	104.14	223.16	336.12	31.42	55.1	94.85	0	0.34	0.17	0.18	1.02	0	15.05	12.33	15.53	10.37	5.74	0.65	0.59	0	1.68	0	0.48	7.04	4.55	22.82	9.23	1.34	1.25	0.56	0	0.45	0.76	1.12	0.55	0.52	0.43	0.41	0.5	0.34	0.32	0.97
M00479_Membrane lipid fluidity regulation 2-CRS	0	0	0	0	0	0	0	0	611.42	391.27	236.88	324.94	377.55	794.79	0	0	0	0	0.15	0	0	0	0	0	1.79	0	138.79	94.49	130.33	12.67	29.17	199.78	145.54	58.3	1.67	212.73	115.19	0	0	0	0	7.23	0.25	0	0	0	460.55	21.44	111.93	390.51	21.08	52.52	0.06	0.17	0	0
M00480_Cell-wall peptidoglycan synthesis 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00481_Cell wall stress response 2-CRS	39.02	1508.64	44.56	196.96	347.06	571.6	177.04	2867.06	1299.03	903.6	554.71	703.92	808.53	1635.73	11.31	15.77	29.93	22.31	15.09	7.92	1005.6	46.46	583.4	567.44	2012.6	1549.64	320.78	219.31	281.36	60.75	119.27	450.15	331.92	154.52	27.8	449.41	250.46	9.27	7.98	14.74	13.71	18.75	16.04	10.97	11.1	8.85	955.02	87.46	262.23	805.2	77.4	140.18	17.49	15.28	11.69	13.23
M00482_Redox response 2-CRS (Dev)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00483_Dissimilatory nitrate/nitrite reduction 2-CRS	0	0	0	0	0	0	0	0	1.28	0.29	0	1068.55	206.4	1040.76	0	0	0	0	0	0	0	0	0	0	0	0	605.45	520.77	995.81	451.18	299.72	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.33	0	0	0	0	0	0	0	0	0	0	0
M00484_YdfH-YdfI 2-CRS	0	0	0	0	0	0	0	0	1.28	0.29	0	1068.55	206.4	1040.76	0	0	0	0	0	0	0	0	0	0	0	0	605.45	520.77	995.81	451.18	299.72	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.33	0	0	0	0	0	0	0	0	0	0	0
M00485_Sporulation control 2-CRS	1802.94	133.85	1582.65	1952.46	2893.55	2892.02	2034.99	1432.19	2812.16	4011.84	1227.92	1421.87	2501.87	771.43	2149.56	4305.88	2887.03	903.45	997.32	1436.49	447.64	2037.67	1371.48	1041.28	1621.05	585.19	1387.37	957.7	1009.96	744.3	1888	753.79	898.13	1084.12	739.15	750.65	668.67	1167.53	2122.57	1236	1564.83	2560.03	1494.78	2615.34	2182.57	1600.19	1647.1	1795.55	1241.65	1384.03	1454.94	2598.98	3208.46	2097.28	2531.31	2249.71
M00486_Citrate fermentation 2-CRS	18.24	416.92	15.52	122.48	194.74	200.12	184.88	221.78	27.84	14.76	101.94	34.44	31.66	224.22	0.26	0.22	0.42	0.22	0.68	7.1	192.92	33.38	281.22	250.54	340.28	383.34	12.36	30.54	18.12	21.6	0.92	112.4	25.06	11.78	97.4	35.02	183.58	51.4	49.38	29.48	25.22	19.88	2.4	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.24	12.16	0.28	0.5
M00487_Magnesium-citrate transport 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00488_C4-dicarboxylate metabolism 2-CRS	18.16	287.58	15.52	108.12	177.76	191.06	170.22	218.66	27.84	14.76	101.94	34.44	31.66	224.22	0.16	0.14	0.38	0.18	0.68	7.1	171.78	33.38	228.44	240.74	287.3	347.36	12.36	30.54	18.12	21.6	0.92	112.4	25.06	11.78	97.26	35.02	183.58	51.4	49.38	29.48	25.22	19.88	2.4	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.24	11.74	0.28	0.5
M00489_C4-dicarboxylate transport 2-CRS (DctS-R)	80.12	0	88.39	0.48	0.28	0	0	0.18	157.51	238.41	235.49	173.24	237.03	160.9	286.25	284.95	308.77	244.19	207.08	179.46	0	92.31	0.17	0	0	0	201.93	161.78	102.65	148.85	183.55	96.62	126.81	116.6	95.62	86.28	45.12	81.94	101.7	199.69	84.65	22.22	19.54	18.82	22.09	13.95	105.89	173.6	131.14	105.05	146.06	128.26	156.86	182.64	173.86	169.14
M00490_Malate transport 2-CRS	122.65	104.98	132.81	1833.32	2574.05	2016.17	1412.04	1133.24	157.51	238.7	238.99	176.88	241.47	165.68	487.67	530.26	586.43	384.24	381.16	369.01	271.2	140.39	887.79	312.6	1547.45	401.97	204.14	164.95	106.1	151.44	220.71	97.93	128.01	118.52	97.3	87.44	45.6	167.75	175.78	387.57	150.62	305.01	367.44	305.3	316.22	382.5	106.08	174.72	132.02	106.1	146.81	128.67	811.6	881.62	747.88	740.17
M00491_arabinogalactan oligomer/maltooligosaccharide TS	8201.91	4231.16	7158.99	11688.65	16154.86	13948.45	11231.96	12935.81	9152.95	9891.12	3550.28	4458.29	6718.06	6505.38	5668.48	11627.32	8262.05	2513.85	2877.69	3979.88	4781.73	10128.82	7145.73	4490.02	13702.03	6108.45	3155.43	2208.68	2514.72	1264.86	3649.83	3205.54	2748.85	2614.75	2077.86	2880.6	2740.04	2975.92	5188.93	3859.16	3544.73	6620.29	7117.57	10966.31	9618.72	6164.2	8777.39	5732.45	4579.45	7278.22	4747.6	8322.92	6992.76	7116.04	5690.15	4746.62
M00492_LytS-LytR 2-CRS	536.94	1489.1	478.05	190.05	275.16	565.52	170.48	2833.22	2090.4	3096.17	578.27	784.74	1661.63	229.4	975.86	1729.38	1084.66	438.68	492.6	747.99	996.2	604.1	563.4	549.26	1966.79	1531.1	792.69	505.77	660.5	486.46	1574.02	225.54	372.12	701.41	82.59	446.14	79.56	359.89	1439.59	405.32	1100.75	1786.44	828.64	1609.72	1189.96	957.63	435.38	623.5	456.56	345.24	402.37	1082.28	2535.18	890.42	984.49	1499.37
M00493_Alginate production 2-CRS (Alg)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00494_Sodium extrusion 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00495_Exoprotein synthesis 2-CRS	922.22	253.06	834.22	3622.69	5619.92	5219.76	3035.8	2679.86	2585.08	1641.8	1005.51	1387.97	1585.81	3381.85	585.13	1337.04	601.54	140.77	184.94	244.77	616.01	1312.85	2003.74	672.77	3143.89	741.39	597.38	403.58	553.04	51.84	126.1	890.85	680.7	278.26	21.15	947.27	499.64	120.69	113.07	204.58	89.48	297.24	1055.47	1671.37	1376.27	703.8	2118.48	247.19	588.9	1810.44	221.74	554.13	319.32	1106.98	698	339.88
M00496_Competence 2-CRS (ComD-E)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.12	0.34	0	0
M00497_Nitrogen regulation 2-CRS (Gln)	169.19	291.26	103.56	112.75	183.88	194.18	180.36	225.28	30.72	15.05	108.94	35.58	32.1	233.29	726.97	1100.34	727.07	939.41	880.98	1089.08	188.08	118.67	299.02	241.98	300.51	349.55	12.36	31.5	20.7	21.6	74.24	222.74	132.49	178.08	139.53	249.93	205.42	86.25	84.99	107.93	56.07	480.86	959.65	399.57	1012.11	790.97	304.77	71.36	321.19	59.42	425.93	117.01	383.36	683.9	650.59	388.8
M00498_Nitrogen regulation 2-CRS (Ntr)	269.11	0.48	187.98	0.65	0.28	0.7	0.32	0.74	0.32	0	0	0.38	0	0	353.75	726.2	394.57	749.21	663.12	892.6	0	199.13	0.66	0.36	0.81	2.11	28.64	10.44	2.58	0	31.67	54.18	126.65	50.66	26.14	91.26	148.54	50.04	56.4	128.37	44.82	101.13	32.33	48.12	43.19	25.65	61.47	126.56	58.83	123.04	70.41	218.25	91.72	73.68	130.71	123.95
M00499_Metal tolerance 2-CRS	1772.07	1216.19	2199.93	780.03	319.61	262.39	843.57	344.65	4963.3	3433.7	3560.83	2963.53	3013.49	1876.47	1529.57	1153.8	1401.82	1587.1	1644.22	1497.24	1027.43	2278.42	683.77	640.08	385.04	1097.69	4860.7	5182.66	2858.59	3238.71	2939.01	2760.38	2921.29	2903.4	2057.06	3325.09	1389.53	2041.09	1654.26	1506.67	2706.35	2912.68	3202.51	2746.42	2315.68	2736.07	2416.46	2557.7	3579.73	2728.29	2984.46	3015.75	2654.47	3514.67	3058.85	3311.96
M00500_cPHB biosynthesis 2-CRS	18.82	94	19.1	65.4	154.36	180.9	36.54	207.34	33.59	19.05	201.82	108.4	161.27	324	36.88	21.89	25.16	2.89	6.74	15.83	106.52	36.72	214.98	104.8	201.06	125.8	98.27	167.69	90.57	99.92	26.61	112.56	31.5	13.16	98.94	38.09	183.58	88.1	97.81	118.88	50.8	39.59	42.24	17.69	42.76	30.46	23.61	40.48	15.5	41.86	21.65	25.79	79.64	89.24	104.98	82.38
M00501_Type 4 fimbriae synthesis 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00502_Amino sugar metabolism 2-CRS	18.16	290.78	15.84	111.78	183.6	193.48	180.04	224.18	29.76	14.76	108.94	35.58	31.66	228.04	0.52	0.46	1.72	0.18	0.68	7.1	188.08	34.38	298.02	241.62	299.7	347.76	12.36	31.18	18.12	21.6	1.42	112.4	25.06	11.78	98.94	35.74	183.58	51.4	49.38	29.48	25.22	19.88	2.4	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.24	11.74	0.28	0.5
M00503_Phosphoglycerate transport 2-CRS	0.4	199.24	0.32	48.32	28.9	14.1	132.16	17.3	1.92	0	7	1.14	0	3.82	0.46	0.4	1.38	0.04	0.3	0	95.48	1	135.42	129.08	103.2	221.08	0	0.64	0	0	0.5	0	0	0	1.82	0.72	0	0	0	0	0	0.08	0.14	0	0	0	0	0	0	0	0	0	0.14	11.28	0.18	0.28
M00504_C4-dicarboxylate transport 2-CRS (DctB-D)	239.88	91.86	144.43	63.28	154.78	179.8	34.46	206.61	27.84	14.76	101.94	34.44	31.66	224.22	236.67	470.76	238.18	899.54	812	1147.73	92.38	158.06	162.51	104.64	195.92	126.28	12.36	30.54	18.12	21.6	0.92	112.4	25.06	11.78	97.12	35.02	183.58	51.4	49.38	29.48	25.22	19.8	2.26	0.82	2.86	4.36	11.42	24.48	7.1	26.92	7.74	12.76	5.1	0.46	0.1	0.22
M00505_Alginate production 2-CRS (Kin)	59.2	0	50.29	0	0	0	0	0	0	0	0	0.19	0	0	24.55	18.8	28.48	58.8	41.51	37.01	0	57.59	0	0	0	0.16	105.74	55.3	25.44	25.34	37.15	26.44	57.11	20.79	11.68	43.43	73.91	18.16	23.36	55.15	18.72	41.47	15.79	21.85	20.44	10.8	8.13	39.84	14.49	45.44	14.87	57.41	32.33	30.9	26.4	40.35
M00506_Chemotaxis 2-CRS	3888.9	452	3246.11	782.67	2222.18	3707.76	1210.75	1483.85	4151.47	5599.78	1595.44	1715.55	3246.11	1249.65	3224.64	6505.53	4752.2	4340.4	4144.76	5761.84	924.01	4268.52	2601.25	2990.23	868.18	1656.03	2412.69	1441.93	1321.91	1025.2	2574.76	953.09	1135.33	1471.02	583.71	1189.16	1026.74	1041.55	2791.05	1809.31	1975.35	2966.63	2388.99	4123.09	3272.8	2176.48	1237.03	1819.41	1235.62	1362.33	1190.75	2660.51	4064.49	2816.61	2380.61	2661.13
M00507_Chemosensory 2-CRS (Chp)	0.04	65.49	0	7.38	11.26	6.22	4.08	2.76	0	0	0	0	0	0	0.05	0.04	0.02	0.02	0	0	11.68	0	33.96	0.85	31.31	18.71	0	0	0	0	0	0	0	0	0.35	0.07	0	0	0	0	0	0.04	0.07	0	0	0	0	0	0	0	0	0	0.07	0.21	0.09	0.14
M00508_Positive phototaxis 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00509_Chemosensory 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00510_Llight response 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00511_Cell fate control 2-CRS	224.75	0.64	130.37	0.81	0.42	0.84	0.48	1.11	0.32	0	0	0	0	0	383.52	845.5	416.89	931.41	850.64	1198.79	0	125.51	0.99	0.54	1.01	1.95	0	0.32	0.86	0	0.25	1.96	12.43	9.08	2.78	4.4	0.72	13.72	9.68	18.07	7.38	18.19	0.75	4.42	2.31	4.95	45.21	46.88	29.85	32.16	40.67	103.43	27.06	11.88	77.91	43.25
M00512_Cell cycle control 2-CRS	148.08	0.32	85.94	0.32	0.28	0.28	0.32	0.74	0	0	0	0	0	0	157.74	313.8	158.56	599.6	541.08	760.42	0	83.12	0.66	0.36	0.4	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0
M00513_Quorum sensing 2-CRS (Lux)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00514_Tetrathionate respiration 2-CRS	2.24	68.84	2.24	36.54	12.22	2.7	131.26	17.62	6.08	0	7	1.14	0	3.82	2530.08	2468	2327.78	1845.72	1801.5	1580.4	74.28	3.04	85.66	127.56	47.24	184.06	0	0.64	9.46	0	434.42	574.53	520.85	859.43	204.65	1152.97	116.16	4.07	0	0	0	0	1440.27	826.8	385.71	859.95	1364.77	0	1563.32	1.87	2076.36	4.51	1286.73	1432.02	1841.17	1444.72
M00515_Polar flagellar synthesis 2-CRS	37.6	0	10.25	0	0	0	0	0	0	0	0	0	0	0	5.05	5.73	4.5	0.29	1.46	0.8	0	19.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85	1.43	0	4.01	0.75	4.7	1.32	3.6	0	0	0	0	0	0	6.51	4.07	3.86	2.58
M00516_Osmosensing 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00517_Cell-to-cell signaling 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
